"id","Value","area","ratio","rValue"
1,50160708,0.00105649683169637,0.016903949307142,847914.06524235
2,65711436,0.0178932111441505,0.286291378306408,18812617.5829334
3,217026032,0.0208191658109043,0.333106652974469,72292815.1278501
4,180069648,0.0306571537769334,0.490514460430934,88326766.2287082
5,24107406,0.0080966169440753,0.129545871105205,3123014.91035684
6,205443648,0.0580758073146524,0.929212917034438,190900891.444276
7,181563312,0.0347382856542642,0.555812570468227,100915171.145445
8,67084900,0.0510816115695406,0.81730578511265,54828876.8637036
9,61696792,0.0456578659168695,0.730525854669912,45071101.7061918
10,56170200,0.00660432990171405,0.105669278427425,5935464.50312414
