"id","Value","area","ratio","rValue"
1,1227.93090820312,0.000413427946805138,0.00661484714888221,8.12257526715178
2,159197.078125,0.00404856648805901,0.0647770638089442,10312.3192879006
3,215055.6875,0.0183151772864942,0.293042836583907,63020.5286885022
4,499651.21875,0.0364900258034796,0.583840412855674,291716.573838841
5,571029.9375,0.012587000113263,0.201392001812208,115000.862207825
6,2933.61450195312,0.0068623205946359,0.109797129514174,322.102451415607
7,181540.515625,0.0197830605363423,0.316528968581477,57462.8321665308
8,209469.828125,0.0428266548580253,0.685226477728404,143534.272516468
9,541288.8125,0.0543766410746622,0.870026257194594,470935.479600682
10,678098.0625,0.02169571571518,0.34713145144288,235389.16465623
11,194.81428527832,0.00357542122497897,0.0572067395996635,11.1446900882114
12,906.819091796875,0.0278815945974191,0.446105513558705,404.536996650883
13,1133.52380371094,0.0321872590588313,0.514996144941301,583.760389110333
14,8520.0029296875,0.0524648191507759,0.839437106412415,7152.00660592217
15,9645.2861328125,0.0607998665810777,0.972797865297244,9382.91376018111
16,7092.01904296875,0.02665309439739,0.426449510358241,3024.38804832534
17,8817.1044921875,0.00976023970587234,0.156163835293957,1376.91285368758
18,49843.8046875,0.000766107752428659,0.0122577240388585,610.971602906139
19,209.800018310547,0.00323600011750044,0.051776001880007,10.8626061424724
20,1133.52380371094,0.0191800692484112,0.30688110797458,347.857040798373
21,1501.91918945312,0.0110760650615427,0.177217040984684,266.165674552997
22,10770.5693359375,0.00246830810794018,0.039492929727043,425.361337904423
23,12860.380859375,0.0109861843027897,0.175778948844636,2260.58422920261
